NODE_ID,NODE_TYPE,NODE_NAME,TURN_P,REMARK,x,y
"4050111500","101",도련이동2868-1,"0",,126.592,33.514
"4050111600","101",도련이동2868-1,"0",,126.592,33.514
"4050111700","102",도련이동702-2,"0",,126.593,33.514
"4050111800","101",도련이동645-12,"0",,126.592,33.515
"4050111900","101",도련이동2868-1,"0",,126.592,33.515
"4050112000","101",도련이동2868-1,"0",,126.591,33.515
"4050112100","101",도련이동2868-1,"0",,126.592,33.515
"4050112200","101",회천동2557-6,"0",,126.601,33.506
"4050112300","101",삼양일동1668-1,"0",,126.594,33.529
"4050112400","101",삼양일동1018-3,"0",,126.594,33.530
"4050112500","102",삼양일동900,"0",,126.593,33.532
"4050112600","102",삼양일동2681-23,"0",,126.603,33.532
"4050112700","102",조천리3462,"0",,126.651,33.530
"4050112800","102",혹통교차로,"0",,126.651,33.527
"4050112900","102",함덕리833-1,"0",,126.668,33.532
"4050113000","102",함덕리828-3,"0",,126.668,33.529
"4050113100","102",함덕리4139-21,"0",,126.667,33.540
"4050113200","102",함덕리271-3,"0",,126.675,33.542
"4050113300","101",함덕리250-7,"0",,126.675,33.544
"4050113400","102",와산리1559-18,"0",,126.678,33.495
"4050113500","102",북촌리1010-9,"0",,126.694,33.537
"4050113600","102",북촌리941-15,"0",,126.697,33.536
"4050113700","102",북촌리187-2,"0",,126.703,33.543
"4050113800","102",북촌리210-1,"0",,126.701,33.545
"4050113900","102",북촌리2688,"0",,126.693,33.550
"4050114000","102",북촌리467-2,"0",,126.697,33.551
"4050114100","102",김녕리6194,"0",,126.741,33.546
"4050114200","103",속성변화점,"0",,126.755,33.558
"4050114300","102",김녕리497-1,"0",,126.764,33.557
"4050114400","102",평대리3344,"0",,126.801,33.489
"4050114500","102",행원리3260,"0",,126.784,33.525
"4050168500","101",고성리938,"0",,126.420,33.434
"4050168600","101",고성리902-6,"1",,126.422,33.435
"4050168700","103",속성변화점,"0",,126.422,33.434
"4050168800","101",광령3교차로,"1",,126.424,33.462
"4050168900","101",고성리914-6,"0",,126.424,33.437
"4050169000","104",고성리914-6,"0",,126.424,33.437
"4050169100","104",고성리914-6,"0",,126.424,33.437
"4050169200","101",광령회전교차로,"0",,126.424,33.459
"4050169300","101",고성리919-1,"0",,126.424,33.436
"4050169400","104",광삼교서측,"0",,126.424,33.473
"4050169500","104",광삼교동측,"0",,126.425,33.473
"4050169600","101",고성리151,"0",,126.426,33.438
"4050169700","103",속성변화점,"0",,126.427,33.438
"4050169800","104",제2고성교남측,"0",,126.427,33.439
"4050169900","104",제2고성교북측,"0",,126.427,33.439
"4050170000","101",광령리2854-3,"1",,126.428,33.440
"4050170100","101",광령2리사무소,"0",,126.429,33.450
"4050170200","101",광령4교차로,"1",,126.430,33.441
"4050170300","103",속성변화점,"0",,126.430,33.447
"4050170400","101",그림책방앞,"0",,126.430,33.446
"4050170500","102",원불교국제훈련원,"0",,126.430,33.428
"4050170600","101",광령리2289-2,"0",,126.431,33.459
"4050170700","101",광령4교차로,"0",,126.432,33.444
"4050170800","104",제6광령교남측,"0",,126.432,33.443
"4050170900","104",제6광령교북측,"0",,126.432,33.444
"4050171000","101",광령4교차로,"0",,126.432,33.443
"4050171100","101",광령4교차로,"1",,126.433,33.445
"4050171200","103",속성변화점,"0",,126.434,33.460
"4050201400","103",속성변화점,"0",,126.842,33.528
"4050201500","103",속성변화점,"0",,126.842,33.528
"4050201600","101",세화리3637,"0",,126.843,33.506
"4050201700","101",상도리산316-3,"0",,126.844,33.478
"4050201800","101",갓머리삼거리,"1",,126.851,33.524
"4050201900","101",구좌읍사무소,"1",,126.852,33.523
"4050202000","101",동부물류센타,"0",,126.853,33.524
"4050202100","101",하나로마트,"0",,126.854,33.525
"4050202200","102",제주해양경찰서세화출장소,"0",,126.854,33.528
"4050202300","102",구좌제일교회,"0",,126.854,33.527
"4050202400","101",세화우체국,"0",,126.854,33.524
"4050202500","101",모메존흑돼지,"0",,126.854,33.525
"4050202600","101",구좌제일교회,"0",,126.854,33.527
"4050202700","101",평대리3354,"0",,126.855,33.526
"4050202800","101",제주해양경찰서세화출장소,"0",,126.855,33.527
"4050202900","101",세화중학교,"1",,126.855,33.522
"4050203000","101",제주해양경찰서세화출장소,"0",,126.855,33.528
"4050203100","101",세화성은감리교회,"0",,126.855,33.526
"4050203200","101",세화성은교회,"0",,126.855,33.527
"4050203300","103",속성변화점,"0",,126.855,33.521
"4050203400","101",세화리사무소,"0",,126.856,33.528
"4050203500","101",세화리3637,"0",,126.856,33.519
"4050203600","101",세화리사무소,"0",,126.856,33.527
"4050203700","101",세화리사무소,"0",,126.856,33.527
"4050203800","101",구좌파출소,"0",,126.856,33.523
"4050203900","101",세화리교차로,"1",,126.857,33.521
"4050204000","101",조선소,"0",,126.857,33.527
"4050204100","102",세화포구,"0",,126.857,33.528
"4050207000","101",종달초등학교,"0",,126.896,33.493
"4050207100","101",종달교회,"0",,126.896,33.495
"4050207200","103",속성변화점,"0",,126.897,33.491
"4050207300","101",중동교차로,"0",,126.897,33.489
"4050207400","101",하도굴동교차로,"0",,126.898,33.523
"4050207500","105",제주시-서귀포시,"0",,126.898,33.483
"4050207600","101",하도창흥동교차로,"0",,126.898,33.513
"4050207700","102",청강사,"0",,126.901,33.490
"4050207800","105",제주시-서귀포시,"0",,126.902,33.483
"4050207900","101",종달어촌계창고,"0",,126.904,33.495
"4050208000","101",종달두문포교차로,"0",,126.910,33.497
"4060000100","101",서호동1491,"0",,126.524,33.247
"4060000101","101",수모루교차로,"1",,126.524,33.247
"4060000200","101",월드컵경기장입구교차로,"1",,126.510,33.249
"4060000201","101",대륜동주민센터앞,"1",,126.511,33.249
"4060000300","101",월드컵경기장,"1",,126.508,33.250
"4060000500","101",시청입구교차로,"1",,126.506,33.250
"4060000800","101",대천동사무소,"1",,126.478,33.251
"4060000801","104",도순교,"0",,126.479,33.251
"4060000802","104",도순교,"0",,126.480,33.250
"4060000803","104",용흥교서측,"0",,126.489,33.251
"4060000804","104",용흥교동측,"0",,126.490,33.251
"4060000805","101",도순동1372,"1",,126.474,33.253
"4060000806","101",도순동238-1,"1",,126.476,33.252
"4060000807","101",도순동1368,"1",,126.477,33.252
"4060000808","101",강정동5630-10,"0",,126.481,33.250
"4060000900","101",솜반천앞교차로,"1",,126.554,33.252
"4060000901","101",서홍동451,"1",,126.558,33.253
"4060002601","101",호근동1764-20,"0",,126.528,33.257
"4060002700","101",하원동앞교차로,"1",,126.460,33.254
"4060002701","101",창조피아노,"1",,126.461,33.254
"4060002800","101",약사암,"1",,126.577,33.256
"4060002900","101",SK충전소서귀포,"0",,126.578,33.256
"4060003000","101",회수입구교차로,"1",,126.435,33.256
"4060003001","101",중문동1298-3,"0",,126.431,33.257
"4060003100","101",명진농수특산물직판장,"1",,126.586,33.258
"4060003200","101",아이진3차아파트앞,"1",,126.579,33.258
"4060003300","101",NH-OIL서귀포농협,"1",,126.579,33.258
"4060003400","101",신효교,"1",,126.593,33.259
"4060003402","104",신효교,"0",,126.594,33.259
"4060003403","101",나나다육이,"1",,126.595,33.260
"4060003500","101",신효입구삼거리,"0",,126.599,33.260
"4060003501","101",신효동1544,"0",,126.611,33.261
"4060003600","101",관광단지입구사거리,"1",,126.414,33.258
"4060003700","101",관광단지입구교차로,"1",,126.416,33.258
"4060003800","101",예래입구,"0",,126.406,33.258
"4060003900","101",GS25,"1",,126.618,33.261
"4060003901","101",하효동708-1,"1",,126.615,33.261
"4060004000","101",신효베스트마을,"1",,126.613,33.261
"4060004001","101",신효동893-1,"0",,126.612,33.261
"4060004100","101",조아토종닭,"1",,126.614,33.261
"4060004200","101",중문입구사거리,"1",,126.427,33.259
"4060004201","101",세훈빌리지,"0",,126.428,33.258
"4060004300","101",민효타올랜드,"1",,126.619,33.261
"4060004301","101",하효동252,"1",,126.620,33.261
"4060004302","101",하효동433-3,"0",,126.622,33.259
"4060005300","103",속성변화점,"0",,126.625,33.264
"4060005400","101",효례교,"0",,126.625,33.264
"4060005500","101",효돈파출소앞,"0",,126.618,33.264
"4060005501","101",효돈동주민센터,"0",,126.615,33.264
"4060005502","101",신효동232-1,"1",,126.615,33.267
"4060005503","101",신효동187-4,"0",,126.617,33.267
"4060005600","101",우성파크빌,"0",,126.611,33.264
"4060005601","101",신효동1544,"1",,126.612,33.264
"4060005700","101",초동교회,"0",,126.614,33.264
"4060005800","101",색달동앞교차로,"0",,126.413,33.262
"4060005801","101",예전타운,"0",,126.414,33.262
"4060005900","101",색달교차로,"1",,126.421,33.262
"4060006000","101",서홍동주민센터,"1",,126.551,33.264
"4060006001","104",서흥교,"0",,126.554,33.264
"4060006002","104",서흥교,"0",,126.554,33.264
"4060006003","101",서홍동1629-2,"0",,126.551,33.265
"4060006300","101",색달교차로,"0",,126.425,33.262
"4060006301","101",중문동1084-1,"0",,126.427,33.262
"4060006400","101",중문동2774,"0",,126.430,33.262
"4060006401","103",속성변화점,"0",,126.439,33.263
"4060006500","101",서홍동274-7,"0",,126.556,33.264
"4060006501","101",서홍동260-7,"1",,126.557,33.264
"4060006600","101",서홍사거리,"1",,126.559,33.264
"4060006601","101",CU서귀포동홍점,"1",,126.562,33.265
"4060006602","101",동홍5차아파트504동,"0",,126.564,33.265
"4060006603","104",동홍교서측,"0",,126.565,33.265
"4060006604","104",동홍교동측,"0",,126.565,33.265
"4060006605","101",서홍동217-2,"0",,126.556,33.266
"4060073200","102",하원동510-2,"0",,126.459,33.257
"4060073300","101",하원동1877,"1",,126.467,33.263
"4060073400","101",도순동1368,"0",,126.474,33.256
"4060073500","102",도순동1372,"0",,126.476,33.250
"4060073600","101",대천동행정복지센터,"0",,126.477,33.251
"4060073700","102",강정동5630-10,"0",,126.481,33.252
"4060073800","102",강정동3752-5,"0",,126.483,33.263
"4060073900","101",법환동1654,"0",,126.514,33.237
"4060074000","101",강정동4391-7,"0",,126.476,33.236
"4060074100","101",강정동5442-3,"0",,126.473,33.236
"4060074200","101",강정동5654,"0",,126.474,33.237
"4060074300","101",강정동4384-3,"0",,126.476,33.236
"4060074400","103",속성변화점,"0",,126.474,33.235
"4060074500","102",강정동5652,"0",,126.477,33.234
"4060074600","101",법환동1359-1,"0",,126.512,33.235
"4060074700","102",법환동163-4,"0",,126.515,33.236
"4060074800","102",호근동409-29,"0",,126.536,33.242
"4060074900","102",서호동1575,"0",,126.522,33.253
"4060075000","102",서호동1594,"0",,126.515,33.249
"4060075100","102",서호동1613-5,"0",,126.515,33.260
"4060075200","101",서호동1561,"0",,126.520,33.259
"4060075300","102",동홍동1671,"0",,126.560,33.267
"4060075400","102",서호동1490,"0",,126.521,33.256
"4060075500","101",라마다앙코르이스트호텔,"0",,126.521,33.255
"4060075600","101",서호동1569,"0",,126.520,33.256
"4060075700","102",호근동1328-1,"0",,126.529,33.256
"4060075800","102",서호동1490,"0",,126.520,33.268
"4060075900","102",서귀포여자중학교,"0",,126.547,33.256
"4060076000","102",서홍동1724,"0",,126.546,33.264
"4060076100","102",서홍동2565,"0",,126.548,33.270
"4060076200","101",엠스테이제주호텔,"1",,126.561,33.247
"4050000200","101",어리목입구교차로,"0",,126.485,33.390
"4050000201","101",어리목입구,"0",,126.484,33.391
"4050000400","104",제2광령교,"0",,126.450,33.414
"4050000500","101",어승생삼거리,"0",,126.481,33.415
"4050000501","101",어승생삼거리,"0",,126.480,33.415
"4050000502","101",해안동산63-30,"1",,126.479,33.412
"4050000503","101",노형동산17-3,"0",,126.490,33.418
"4050000600","101",교래입구교차로,"0",,126.617,33.419
"4050000601","101",봉개동산78-1,"1",,126.622,33.422
"4050000602","101",봉개동산78-1,"0",,126.623,33.423
"4050000604","101",용강동산14-4,"1",,126.601,33.428
"4050000605","101",용강동산14-3,"1",,126.598,33.429
"4050000800","101",오라이동산89-1,"0",,126.518,33.419
"4050000801","101",연동산146-6,"0",,126.500,33.424
"4050000900","101",노루생이,"0",,126.491,33.419
"4050001000","101",오라이동산100-1,"0",,126.526,33.423
"4050002600","101",제주대사거리,"1",,126.551,33.456
"4050002701","104",광령교서측,"0",,126.448,33.461
"4050002702","101",광령교동측,"1",,126.448,33.461
"4050002703","101",해안동2390-3,"0",,126.450,33.462
"4050002900","101",해안마을,"1",,126.452,33.463
"4050002901","101",제1해안교,"0",,126.454,33.463
"4050002902","101",해안교차로,"0",,126.456,33.466
"4050003100","101",온난화농업연구센터앞교차로,"0",,126.518,33.467
"4050003101","101",온난화농업연구센터앞,"0",,126.519,33.467
"4050003102","104",오봉교,"0",,126.527,33.475
"4050003300","101",교도소입구,"1",,126.514,33.467
"4050003301","104",한북교서측,"0",,126.516,33.467
"4050003302","104",한북교동측,"0",,126.517,33.467
"4050003400","101",아라파출소,"1",,126.547,33.469
"4050003401","101",달무교차로,"1",,126.549,33.464
"4050003500","101",한라수목원입구교차로,"1",,126.485,33.470
"4050003501","101",노형동3764,"0",,126.487,33.469
"4050003600","101",인다마을입구,"1",,126.545,33.471
"4050003700","101",아라LH아파트,"1",,126.546,33.473
"4050003701","101",아라일동6174,"1",,126.546,33.474
"4050003800","101",월산마을,"1",,126.463,33.473
"4050003801","104",도병교,"0",,126.461,33.470
"4050003802","101",GS주유소서부관광,"1",,126.460,33.469
"4050003901","101",버으내교차로,"1",,126.625,33.480
"4050004000","101",아라초등학교,"1",,126.544,33.477
"4050004001","103",속성변화점,"0",,126.545,33.475
"4050004002","101",워시테리아제주아라점,"1",,126.547,33.477
"4050004003","101",S퀼트,"0",,126.550,33.478
"4050128600","101",월림앞교차로,"0",,126.256,33.351
"4050128700","101",옹포사거리,"0",,126.256,33.405
"4050128800","101",월림삼거리,"0",,126.256,33.351
"4050128900","101",월림삼거리,"0",,126.256,33.350
"4050129000","103",속성변화점,"0",,126.256,33.348
"4050129100","101",월림삼거리,"0",,126.256,33.350
"4050129200","101",저지치안센터,"0",,126.257,33.335
"4050129300","101",스튜디오노이,"0",,126.257,33.341
"4050129400","101",샤브왕,"0",,126.257,33.394
"4050129500","102",한림항출하신고소,"0",,126.257,33.412
"4050129600","101",한림어촌계,"0",,126.257,33.411
"4050129700","101",청수리159-4,"0",,126.258,33.305
"4050129800","101",망오름삼거리,"0",,126.258,33.368
"4050129900","101",수협중앙회,"0",,126.259,33.413
"4050130000","103",속성변화점,"0",,126.260,33.335
"4050130100","102",해담원,"0",,126.259,33.412
"4050130200","101",해송당한의원,"0",,126.259,33.412
"4050130300","101",창성세차장,"0",,126.259,33.409
"4050130400","101",메리엘오션,"0",,126.259,33.412
"4050130500","103",속성변화점,"0",,126.259,33.395
"4050130600","103",속성변화점,"0",,126.259,33.410
"4050130700","101",한수풀횟집,"0",,126.260,33.414
"4050130800","103",속성변화점,"0",,126.260,33.354
"4050130900","104",월계교서측,"0",,126.260,33.405
"4050131000","101",도민상회,"0",,126.260,33.413
"4050131100","104",월계교동측,"0",,126.260,33.405
"4050131200","101",도민상회,"0",,126.260,33.413
"4050131300","101",명월사거리,"0",,126.261,33.396
"4050163000","104",봉천2교,"0",,126.400,33.481
"4050163100","101",알뜰주유소,"0",,126.400,33.480
"4050163200","101",유수암리3253,"0",,126.400,33.431
"4050163300","103",속성변화점,"0",,126.401,33.482
"4050163400","101",예원교차로,"1",,126.401,33.456
"4050163500","101",도정공장,"0",,126.402,33.443
"4050163600","101",유수암식당,"0",,126.402,33.443
"4050163700","101",유수암식당,"0",,126.402,33.442
"4050163800","101",유수암리3234,"0",,126.403,33.440
"4050163900","101",유수암리1853-3,"0",,126.403,33.440
"4050164000","101",미수2교,"0",,126.404,33.483
"4050164100","101",유수암리3244,"1",,126.405,33.418
"4050164200","101",하귀우체국,"0",,126.405,33.482
"4050164300","104",미수2교서측,"0",,126.405,33.484
"4050164400","104",미수2교동측,"0",,126.405,33.484
"4050164500","101",유수암리1069-1,"1",,126.406,33.419
"4050164600","104",미수교서측,"0",,126.406,33.482
"4050164700","104",유수암교,"0",,126.406,33.449
"4050164800","104",유수암교,"0",,126.406,33.450
"4050164900","104",미수교동측,"0",,126.406,33.482
"4050165000","101",유수암리3244,"0",,126.407,33.421
"4050165100","101",유수암교차로,"0",,126.408,33.423
"4050165200","101",상귀리354-1,"0",,126.408,33.478
"4050165300","101",유수암리1016-1,"1",,126.409,33.424
"4050165400","102",광성로5,"0",,126.408,33.457
"4050165500","101",유수암리3237,"0",,126.409,33.423
"4050165600","101",유수암리1023-1,"1",,126.409,33.424
"4050165700","101",상귀교차로,"1",,126.409,33.473
"4050179500","101",해밀하우스,"0",,126.654,33.544
"4050179600","103",속성변화점,"0",,126.656,33.476
"4050179700","103",속성변화점,"0",,126.656,33.499
"4050179800","101",조천리3462,"0",,126.656,33.517
"4050179900","101",우리주유소,"0",,126.658,33.544
"4050180000","101",함덕리4139,"0",,126.659,33.520
"4050180100","101",대흘초교삼거리,"0",,126.659,33.499
"4050180200","101",사장교차로,"1",,126.659,33.537
"4050180300","101",큰백교차로,"1",,126.659,33.529
"4050180400","101",조천리3462,"0",,126.659,33.518
"4050180500","101",조천리3462,"0",,126.660,33.517
"4050180600","101",남조로교차로,"1",,126.660,33.470
"4050180700","102",이기풍선교기념관,"0",,126.661,33.456
"4050180800","101",와흘리산13-3,"0",,126.662,33.461
"4050180900","101",플레이남양주별내점,"0",,126.662,33.456
"4050181000","104",제3교래교서측,"0",,126.662,33.428
"4050181100","103",속성변화점,"0",,126.662,33.456
"4050181200","101",지산이엔지,"0",,126.662,33.456
"4050181300","104",제3교래교동측,"0",,126.663,33.428
"4050181400","101",에코하우스,"1",,126.663,33.452
"4050181500","102",대흘리2784,"0",,126.663,33.471
"4050181600","101",교래리산100-2,"1",,126.664,33.448
"4050181700","101",세미마을입구,"0",,126.664,33.470
"4050181800","102",대흘리2784,"0",,126.664,33.470
"4050181900","101",함덕리1269-7,"0",,126.665,33.542
"4050182000","101",대흘리산23-5,"1",,126.666,33.470
"4050182100","101",정성빌리지,"1",,126.666,33.537
"4050182200","101",덕림사,"0",,126.666,33.542
"4060010300","101",산록남로교차로,"0",,126.556,33.292
"4060010301","103",속성변화점,"0",,126.572,33.299
"4060010302","104",제7산록교,"0",,126.574,33.300
"4060010303","101",토평동산28-20,"0",,126.564,33.294
"4060010304","101",토평동산9-5,"0",,126.573,33.299
"4060010400","104",제3산록교서측,"0",,126.477,33.292
"4060010500","101",상효입구교차로,"0",,126.595,33.294
"4060010600","104",제3산록교동측,"0",,126.478,33.292
"4060010601","104",제4산록교,"0",,126.487,33.290
"4060010602","104",제4산록교,"0",,126.489,33.290
"4060010603","104",제5산록교,"0",,126.504,33.292
"4060010604","104",제5산록교,"0",,126.505,33.292
"4060010605","104",제6산록교,"0",,126.514,33.291
"4060010606","104",제6산록교,"0",,126.514,33.291
"4060010700","101",돈내코입구교차로,"1",,126.595,33.296
"4060010800","101",공원묘지입구,"0",,126.421,33.294
"4060010801","101",중문동산41-1,"1",,126.437,33.294
"4060010802","101",색달동산29-1,"0",,126.417,33.294
"4060011000","101",돈내코교,"0",,126.589,33.299
"4060011100","101",하례입구교차로,"1",,126.600,33.300
"4060011102","104",영주교,"0",,126.599,33.305
"4060011103","101",영주교,"1",,126.599,33.306
"4060011104","101",상효동1162-3,"0",,126.599,33.308
"4060011300","101",제7산록교,"0",,126.575,33.301
"4060011500","101",산록도로휴게소앞,"0",,126.577,33.303
"4060011600","104",상천교,"0",,126.404,33.301
"4060012300","101",영실입구교차로,"0",,126.459,33.333
"4060012400","105",제주시-서귀포시,"0",,126.463,33.360
"4060014100","102",돈베낭골공영주차장,"0",,126.531,33.240
"4060014200","101",대기정,"0",,126.428,33.240
"4060014300","101",비케이호텔인제주,"0",,126.565,33.241
"4060014400","102",주차장,"0",,126.426,33.241
"4060014500","101",주차장,"0",,126.427,33.242
"4060014600","103",속성변화점,"0",,126.565,33.242
"4060014700","101",삼무뚝배기,"0",,126.567,33.242
"4060014800","101",대포마을복지회관앞,"0",,126.432,33.243
"4060015000","101",보목동삼거리,"0",,126.599,33.243
"4060015001","101",보목동412-1,"0",,126.605,33.242
"4060015100","101",무거현대프리빌,"0",,126.462,33.243
"4060015200","101",유림갈비,"0",,126.565,33.243
"4060015300","101",제일슈퍼마켓,"0",,126.564,33.243
"4060015301","101",서귀동961,"0",,126.564,33.244
"4060015302","101",서귀동598-4,"0",,126.563,33.244
"4060015400","101",EV충전소제주국제컨벤션센터2,"0",,126.425,33.243
"4060015500","101",하예1마을회관앞,"0",,126.386,33.243
